turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
1,p1,greedy,"[3, 5]","[6, 2] -> [5, 1]",Up-Left,"[6, 4] -> [5, 5]",Up-Right,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0 -3  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  2  0  4  0  0]
2,p2,random,"[-3, -5]","[2, 2] -> [3, 3]",Down-Right,"[2, 4] -> [3, 5]",Down-Right,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -3  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  2  0  4  0  0]
3,p1,greedy,"[3, 5]","[5, 1] -> [4, 0]",Up-Left,"[5, 5] -> [4, 6]",Up-Right,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -3  0 -5  0] | [ 3  0  0  0  0  0  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  2  0  4  0  0]
4,p2,random,"[-5, -3]","[3, 5] -> [4, 5]",Down,"[3, 3] -> [2, 2]",Up-Left,0,1,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 3  0  0  0  0 -5  5] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  2  0  4  0  0]
5,p1,greedy,"[3, 1]","[4, 0] -> [5, 0]",Down,"[7, 0] -> [8, 0]",Down,0,1,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0 -3  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0 -5  5] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 1  0  2  0  4  0  0]
6,p2,random,"[-6, -1]","[1, 6] -> [2, 6]",Down,"[1, 0] -> [0, 0]",Up,0,1,[-1  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0 -5  5] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  6] | [ 1  0  2  0  4  0  0]
7,p1,greedy,"[2, 1]","[8, 2] -> [7, 2]",Up,"[8, 0] -> [7, 0]",Up,0,1,[-1  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0 -3  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0 -5  5] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  0  0  6] | [ 0  0  0  0  4  0  0]
8,p2,random,"[-6, -3]","[2, 6] -> [1, 6]",Up,"[2, 2] -> [2, 3]",Right,0,1,[-1  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0 -3  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0 -5  5] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  0  0  6] | [ 0  0  0  0  4  0  0]
9,p1,greedy,"[6, 2]","[7, 6] -> [8, 6]",Down,"[7, 2] -> [8, 2]",Down,0,1,[-1  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0 -3  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0 -5  5] | [ 3  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  2  0  4  0  6]
10,p2,random,"[-3, -5]","[2, 3] -> [3, 3]",Down,"[4, 5] -> [5, 5]",Down,0,2,[-1  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -3  0  0  0] | [ 0  0  0  0  0  0  5] | [ 3  0  0  0  0 -5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  0] | [ 0  0  2  0  4  0  6]
